Date,Close,High,Low,Open,Volume
2/1/2015,78.02196503,78.49934943,77.27605711,78.15126059,18177500
5/1/2015,76.7688446,78.81760257,76.4406433,77.55453518,26452200
6/1/2015,75.73451996,77.16665802,74.94882936,76.8086292,27399300
7/1/2015,75.73451996,76.93791717,75.40631865,76.34119235,22045300
8/1/2015,77.75344086,77.80317109,75.66490023,76.32129524,23961000
9/1/2015,77.31583405,78.19103746,76.77877947,77.77332329,21157000
12/1/2015,76.30140686,77.5744218,75.79418736,77.41529114,19190200
13/1/2015,76.03288269,77.6539942,75.43615783,76.80863335,25179600
14/1/2015,75.86380005,76.77877853,75.6151641,76.00303557,25918600
15/1/2015,73.64598083,76.15222819,73.13876131,75.98315755,34134000
16/1/2015,74.76980591,74.90904144,73.43711322,73.63602654,21791500
20/1/2015,75.82402039,75.89363815,74.41176995,75.30686093,22821600
21/1/2015,76.32129669,76.87824644,75.43615323,75.744467,25096700
22/1/2015,77.22632599,77.32577885,76.26161731,76.74894164,19519500
23/1/2015,77.4053421,77.76337846,76.61965163,77.22632392,16746500
26/1/2015,77.07715607,78.04186491,76.86830275,77.5545405,19260800
27/1/2015,75.36653137,76.46052808,75.21734828,76.29145745,20110000
28/1/2015,75.82402039,77.21638328,75.58533199,76.48042296,53306400
29/1/2015,77.57441711,77.59430465,73.80509517,76.43069022,61293500
30/1/2015,75.49582672,77.73355037,75.33669606,77.57441971,42649500
2/2/2015,74.58084106,75.72456801,73.34760882,75.69473291,41955300
3/2/2015,74.98860931,75.16762751,73.45701084,74.77975601,26957700
4/2/2015,75.21735382,75.93342666,74.60074145,74.68029919,20277400
5/2/2015,75.19745636,75.56544029,74.79963733,75.29690922,15062600
6/2/2015,74.06368256,75.28696726,73.84488169,75.26707972,21211000
9/2/2015,74.03384399,74.42171547,73.04924015,73.64597251,16194300
10/2/2015,74.77975464,74.92893015,74.09351695,74.44160578,15811300
11/2/2015,76.09255219,76.33124058,74.62062395,74.68029415,20877400
12/2/2015,75.81407928,76.45058673,75.47593044,76.44063916,17235000
13/2/2015,75.32674408,76.06271194,75.0880557,76.04281682,18621900
17/2/2015,75.18750763,76.49036513,74.67034821,74.88914905,25254400
18/2/2015,76.29145813,76.48042389,75.03833075,75.5256627,22426400
19/2/2015,78.98667145,79.40437805,76.5301469,76.56992957,45851200
20/2/2015,79.46405792,79.90165207,78.76787265,79.11596908,36931700
23/2/2015,78.40984344,79.75248388,77.95235413,79.52373543,24139100
24/2/2015,78.02196503,79.04635161,77.67387618,78.07169526,18897100
25/2/2015,79.12591553,79.76242306,78.07170135,78.07170135,25593800
26/2/2015,79.97127533,80.92603652,79.28503764,79.44416071,31111900
27/2/2015,78.53912354,80.7867946,78.19103473,80.23979249,30739200
2/3/2015,79.31487274,79.42427317,78.09158046,78.56896485,21662500
3/3/2015,79.16569519,79.26514807,78.09158593,79.17564275,18635000
4/3/2015,80.45859528,80.70723123,78.41977744,78.86732671,28126700
5/3/2015,80.76690674,81.54264974,80.60778366,80.78680186,27825700
6/3/2015,79.57345581,80.88625339,79.39443761,80.45859923,24488600
