Date,Close,High,Low,Open,Volume
2/1/2015,26.31965446,26.63029149,26.23665045,26.47124359,26480000
5/1/2015,25.8181572,26.24211486,25.7331681,26.20036544,41182000
6/1/2015,25.18098259,25.90513806,25.12680692,25.86985012,54456000
7/1/2015,25.10692787,25.42203752,25.03237612,25.39519996,46918000
8/1/2015,25.19440079,25.22372398,24.60344348,24.92600997,73054000
9/1/2015,24.88674355,25.27839566,24.78386211,25.25752094,42000000
12/1/2015,24.70483971,24.86487921,24.39917203,24.81318916,57138000
13/1/2015,24.94042397,25.27839718,24.71477796,24.97869428,60958000
14/1/2015,25.14569283,25.26149915,24.75951057,24.87183589,52800000
15/1/2015,25.05026436,25.33555213,24.95086014,25.2928092,51068000
16/1/2015,25.37084389,25.39022647,25.00453907,25.00752144,49658000
20/1/2015,25.3449955,25.62680604,25.3166658,25.4856524,46796000
21/1/2015,25.86438179,25.93694654,25.32760017,25.38972756,46356000
22/1/2015,26.70484161,26.78138224,25.93993023,25.994104,56068000
23/1/2015,26.93595695,27.10792594,26.62780556,26.74112627,45966000
26/1/2015,26.67601585,26.91359136,26.44490184,26.91359136,30932000
27/1/2015,25.90414429,26.48018976,25.88774218,26.41160086,39148000
28/1/2015,25.46875572,26.12780331,25.46477986,26.09350886,35822000
29/1/2015,25.50851822,25.60593356,25.02392334,25.49211611,79018000
30/1/2015,26.71726608,26.99311187,25.75453981,25.79529575,121108000
2/2/2015,26.45136261,26.66508102,25.93048632,26.55672968,75378000
3/2/2015,26.50603485,26.71229638,26.18346836,26.33903523,47062000
4/2/2015,26.14818192,26.67750671,26.09499974,26.49808274,33896000
5/2/2015,26.33356857,26.3763115,26.12531627,26.23913371,33176000
6/2/2015,26.53486061,26.84997021,26.27492017,26.39221673,42938000
9/2/2015,26.30623436,26.53486275,26.22024987,26.39470258,30314000
10/2/2015,26.84698868,26.88873811,26.30076506,26.44887695,47430000
11/2/2015,26.73963356,26.93595638,26.64022934,26.82561805,38306000
12/2/2015,27.1377449,27.25354933,26.68993014,26.82213666,48590000
13/2/2015,27.39371109,27.46229998,27.1670697,27.21229825,47382000
17/2/2015,27.08804321,27.48516145,27.00106523,27.39371086,39174000
18/2/2015,26.9707489,27.21428916,26.81667415,27.02890044,31164000
19/2/2015,27.15961456,27.17999253,26.87631377,26.96180151,30834000
20/2/2015,26.92849922,27.21577587,26.74460266,27.21577587,38234000
23/2/2015,26.59052658,26.80424498,26.4414212,26.78933501,32906000
24/2/2015,26.77194023,26.80921515,26.39171895,26.41905516,28406000
25/2/2015,27.20335579,27.31468762,26.74013234,26.7615057,40836000
26/2/2015,27.79779053,27.83953996,27.09202219,27.12432966,54032000
27/2/2015,27.9637928,28.30126928,27.68546135,27.74112726,68328000
2/3/2015,28.57959938,28.62781031,27.98963741,28.18099088,50406000
3/3/2015,28.7669735,28.86935819,28.35494342,28.64569918,50526000
4/3/2015,28.74411201,28.90812737,28.45534322,28.67651661,37964000
5/3/2015,28.89818764,28.98615911,28.73914165,28.80822728,35918000
6/3/2015,28.47422791,28.96528232,28.43247848,28.92651526,37592000
9/3/2015,28.5338707,28.60096745,28.28287548,28.37581821,23478000
10/3/2015,27.82562065,28.31816725,27.82412852,28.25454771,40080000
11/3/2015,27.61885834,28.04082713,27.60494186,27.82313287,40524000
12/3/2015,27.89122391,27.92452296,27.61090552,27.75752526,35602000
13/3/2015,27.48516273,28.04977736,27.35245945,27.79480626,35428000
16/3/2015,27.91458511,28.01945543,27.40166059,27.68048875,36856000
17/3/2015,27.71429062,27.86488625,27.55524461,27.74808643,28892000
18/3/2015,28.13924217,28.15663777,27.51001449,27.7202538,35324000
19/3/2015,28.01548004,28.17899864,27.93844268,28.05772622,24660000
20/3/2015,28.07909966,28.18595886,28.05574121,28.16657628,44320000
23/3/2015,28.09997559,28.31220377,27.98516464,28.13128766,30234000
24/3/2015,28.70484924,28.92055465,28.23516433,28.25753118,79156000
25/3/2015,28.18098831,28.830592,28.18098831,28.7063372,53070000
26/3/2015,28.01398849,28.19043197,27.7490787,28.0641883,49842000
27/3/2015,27.71130562,28.03536234,27.68049029,27.92402863,34552000
30/3/2015,27.88973427,27.94043082,27.67353213,27.84550111,24788000
31/3/2015,27.56965446,27.95484319,27.56816233,27.73068743,34932000
1/4/2015,27.310709,27.75852189,27.13874002,27.57611745,38902000
2/4/2015,26.9041481,27.23665333,26.86090653,27.20733013,47760000
6/4/2015,27.03536224,27.1143885,26.62532098,26.78138462,33718000
7/4/2015,27.08058929,27.34400887,27.0174684,27.08705079,27318000
8/4/2015,27.27839851,27.41060693,27.13724488,27.13724488,28386000
9/4/2015,27.2376461,27.30474476,26.93595621,27.29679303,32366000
10/4/2015,27.26349068,27.32860045,27.08655235,27.31468397,26104000
13/4/2015,27.26845932,27.49857982,27.15215815,27.18943497,29326000
14/4/2015,26.82810211,27.16557857,26.62730669,27.16557857,47206000
15/4/2015,26.89072609,26.99758529,26.45981017,26.73764485,46962000
16/4/2015,27.01398849,27.0989776,26.74460418,26.75702852,31722000
17/4/2015,26.47820282,26.82909905,26.29231924,26.70534098,49234000
20/4/2015,27.064188,27.1273108,26.50852048,26.52840171,38508000
21/4/2015,26.9841671,27.22522172,26.94887916,27.15265696,29128000
22/4/2015,27.29530144,27.38575854,26.90464468,26.99112591,31806000
23/4/2015,27.70683098,27.89122619,27.34003133,27.35643344,78184000
24/4/2015,28.51200294,29.06071217,28.24808474,28.82959817,92168000
27/4/2015,28.1372509,28.60444827,27.94738958,28.46776913,48062000
28/4/2015,28.05027199,28.22224096,27.88078864,28.04778636,37178000
29/4/2015,27.90216255,28.12333596,27.78337574,27.85842424,33622000
30/4/2015,27.27492332,27.88824562,27.17303537,27.76150519,47240000
1/5/2015,27.39371109,27.39669346,27.03038866,27.36140363,36572000
4/5/2015,27.47720909,27.66856065,27.20633265,27.38525986,35260000
5/5/2015,26.99013138,27.46577912,26.95683042,27.34400805,28528000
6/5/2015,26.5945034,27.03436646,26.45334975,26.97025018,39034000
7/5/2015,26.94042969,27.0974887,26.51349149,26.63526067,31844000
8/5/2015,27.2838707,27.47522227,27.2381454,27.27989483,28226000
11/5/2015,27.12631226,27.50355115,27.11736703,27.26100441,21858000
12/5/2015,26.77591515,26.98615443,26.59052644,26.97869755,35282000
13/5/2015,26.81368828,27.02989041,26.78833906,26.86239595,24238000
14/5/2015,27.29629517,27.3206509,26.96329319,27.0363547,31736000
15/5/2015,27.16160202,27.36587846,26.96329222,27.35544111,33440000
18/5/2015,27.17054749,27.2535496,26.95086434,27.02889709,26706000
19/5/2015,27.30027008,27.50504136,27.19291414,27.23665055,47126000
20/5/2015,27.46080589,27.63774422,27.09251413,27.38177965,30840000
21/5/2015,27.67452621,27.71428866,27.30126506,27.34599687,34170000
